campaign_id,project_id,kpi_conversion_id,platform,tactic_name,ad_type,status,status_enum,funnel,budget,spent,currency,remaining_spend,start_date,end_date,percent_spent,percent_duration,kpi_percentage,kpi_performance,primary_kpi,kpi_value,kpi_to_date,impressions,clicks,ctr,cpl,cpc,cpm,pricingType,tags,note,alwaysOnActivity,scheduleType
"6081932c6f03f65b32053c4d","12323","","Facebook Family","Clearing - Facebook - Course Promotion - Apply Now - Business Management","Mix Media Link Post","Ended",4,"Action",2571.52,2570.47,"GBP",1.06,"2021-08-06","2021-09-30",99.96,100,43.1,43.1,"Clicks",2571,1108,231375,1108,0.48,0,2.32,11.11,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12327","","Facebook Family","Clearing - Facebook - Course Promotion - Apply Now - Psychology","Mix Media Link Post","Ended",4,"Action",2571.53,2570.48,"GBP",1.05,"2021-08-06","2021-09-30",99.96,100,28.42,28.42,"Clicks",4285,1218,260055,1218,0.47,0,2.11,9.88,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12329","","Facebook Family","Clearing -Facebook - Course Promotion - Apply Now - Creative Industries","Mix Media Link Post","Ended",4,"Action",2571.95,2570.9,"GBP",1.05,"2021-08-06","2021-09-30",99.96,100,79.28,79.28,"Clicks",2857,2265,369785,2265,0.61,0,1.14,6.95,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12321","","Google","Clearing - Google Search - Remarketing","RSA & ETA","Ended",4,"Action",9071.86,9070.83,"GBP",1.03,"2021-08-06","2021-09-30",99.99,100,65.19,65.19,"Clicks",9071,5913,32451,5913,18.22,0,1.53,279.52,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","18540","","Snapchat","NEW - Snapchat Accommodation","Snap Ads","Ended",4,"Connection",2000.68,1999.62,"GBP",1.06,"2021-08-27","2021-09-30",99.95,100,120.32,120.32,"Clicks",5000,6016,803357,6016,0.75,0,0.33,2.49,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12296","","YouTube","Open Days - YouTube - Bumper Ads Remarketing - Book Now","Bumper","Ended",4,"Action",935.24,934.21,"GBP",1.03,"2021-06-03","2021-06-26",99.89,100,56.25,56.25,"Impressions",159695,89832,89832,152,0.17,0,6.15,10.4,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12241","","The Guardian","Clearing - The Guardian - Video - All Audiences","Video","Ended",4,"Attention",3000,3000,"GBP",0,"2021-07-20","2021-09-30",100,100,78.86,78.86,"Impressions",100000,78858,78858,404,0.51,0,7.43,38.04,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12240","","The Guardian","Clearing - The Guardian - Audience Match - All Audiences","Audience Match Online","Ended",4,"Attention",7000,7000,"GBP",0,"2021-07-27","2021-09-30",100,100,100.01,100.01,"Impressions",700000,700079,700079,1259,0.18,0,5.56,10,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12292","","Snapchat","Open Days - Snapchat - Snap Ads - Feeder Schools","Snap Ads","Ended",4,"Connection",1605.35,1604.3,"GBP",1.05,"2021-06-03","2021-06-26",99.93,100,86.16,86.16,"Clicks",6685,5760,880444,5760,0.65,0,0.28,1.82,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12339","","Twitter","Clearing - Mature - Twitter - Mature Students - Content Marketing","Image Website Card","Ended",4,"Connection",1632.86,1631.8,"GBP",1.06,"2021-06-21","2021-07-31",99.94,100,87.75,87.75,"Clicks",3264,2864,274156,2864,1.04,0,0.57,5.95,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12319","267575517","Google","Clearing - Google Search - Brand + Competitors","RSA & ETA","Ended",4,"Action",22629.9,22628.87,"GBP",1.03,"2021-06-17","2021-08-31",100,100,208.57,208.57,"Calls",180,375.43,115952,25142,21.68,0,0.9,195.16,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12287","","Programmatic","Open Days - Programmatic - Location Dynamic Display","Display Ads","Ended",4,"Attention",1823.13,1822.13,"GBP",1,"2021-06-24","2021-06-26",99.95,100,113.71,113.71,"Impressions",695473,790831,790831,220,0.03,0,8.28,2.3,"standard",[],"",false,"standard"
"6081932c6f03f65b32053c4d","12238","","Fonemedia","Clearing - Fonemedia - Mobile Plus - Influencers/Parents/Teachers/Career Advisors","Mobile Plus","Ended",4,"Connection",1560,1560,"GBP",0,"2021-07-08","2021-09-30",100,100,122.11,122.11,"Clicks",1814,2215,50,2215,0,0,0.7,31200,"standard",[],"",false,"standard"
