iter	MultiClass
319	0.1246837526
320	0.124335007
321	0.1238609426
322	0.1235360273
323	0.1228737834
324	0.1224099258
325	0.1220863523
326	0.1216838407
327	0.1212668098
328	0.1208732172
329	0.120583736
330	0.1200644895
331	0.1194846209
332	0.1191733973
333	0.1187294855
334	0.1181817086
335	0.1177344505
336	0.1171743416
337	0.1167990635
338	0.1161728498
339	0.1158203067
340	0.1155405507
341	0.1150271146
342	0.1148516992
343	0.1144792759
344	0.1141674216
345	0.1135692998
346	0.112989087
347	0.1125639447
348	0.1120987378
349	0.1115948967
350	0.1111602495
351	0.1107644338
352	0.110475731
353	0.1100133393
354	0.109621082
355	0.1092611821
356	0.1088695414
357	0.1084769499
358	0.1080617248
359	0.1077064712
360	0.1073292484
361	0.1069044465
362	0.1066594542
363	0.1061565943
364	0.1058167592
365	0.1053799101
366	0.105083719
367	0.1046185336
368	0.1041125879
369	0.1036377269
370	0.1033052497
371	0.1030829563
372	0.1028309977
373	0.1024651135
374	0.1020765917
375	0.1017785405
376	0.1014461841
377	0.101129074
378	0.1008224145
379	0.1003718211
380	0.1000698979
381	0.09968661807
382	0.0993291248
383	0.09897953297
384	0.09871352682
385	0.09827613873
386	0.09801851913
387	0.0977488245
388	0.09736140986
389	0.09705184184
390	0.09667504606
391	0.09637511527
392	0.0961032568
393	0.09548419244
394	0.09519372381
395	0.09467786461
396	0.09431094664
397	0.09405031175
398	0.09368628302
399	0.09339064597
400	0.09309679363
401	0.09275531527
402	0.09228137867
403	0.091985891
404	0.0916430162
405	0.09132175991
406	0.09108162567
407	0.09079034138
408	0.09053967634
409	0.0903103205
410	0.09002152524
411	0.08968038524
412	0.08932910066
413	0.08906068879
414	0.08876663612
415	0.08856666273
416	0.08828563296
417	0.08797335375
418	0.08782171205
419	0.08762243522
420	0.08747116056
421	0.08724765359
422	0.08709590411
423	0.08678656226
424	0.086606158
425	0.08635648845
426	0.08607717669
427	0.08586667692
428	0.08562451578
429	0.08540169044
430	0.08522739572
431	0.08503456776
432	0.08490317462
433	0.08472038531
434	0.08449778256
435	0.08421907402
436	0.08397883364
437	0.08374952492
438	0.08355387018
439	0.0833408876
440	0.08313982268
441	0.08292452111
442	0.0827070344
443	0.0825609911
444	0.08236525497
445	0.08207960475
446	0.08182112783
447	0.08166147277
448	0.08151619399
449	0.08131856203
450	0.08107357309
451	0.08089312471
452	0.08065252741
453	0.08042083669
454	0.08018350313
455	0.07996574541
456	0.07974089592
457	0.07954513513
458	0.07926614887
459	0.07906008719
460	0.0789008292
461	0.07871214788
462	0.07851636752
463	0.07818482459
464	0.07799521997
465	0.07778764868
466	0.07752942576
467	0.07728944244
468	0.07709955247
469	0.07694069279
470	0.07669191211
471	0.07650014945
472	0.07636961401
473	0.07611817067
474	0.07591435069
475	0.0756822407
476	0.07548303315
477	0.07524566584
478	0.07501762474
479	0.07485317169
480	0.07469146912
481	0.07451370663
482	0.07442369315
483	0.0741584626
484	0.07396298469
485	0.0738715033
486	0.07373691489
487	0.07348804457
488	0.07333958181
489	0.07313122688
490	0.07293083307
491	0.0727463646
492	0.07263350209
493	0.07238973485
494	0.07220102599
495	0.07200112334
496	0.07188249141
497	0.07167464754
498	0.07147677258
499	0.0713458736
500	0.07124646876
501	0.07102538282
502	0.07078212945
503	0.07057305882
504	0.07034856258
505	0.07020272217
506	0.07002746959
507	0.0698467415
508	0.06966842625
509	0.06953612016
510	0.06938554083
511	0.06920716
512	0.06902454341
513	0.06878567514
514	0.06868530536
515	0.06853932028
516	0.06837762055
517	0.06819068051
518	0.06800190946
519	0.06790099225
520	0.06771213439
521	0.06747558208
522	0.06737564995
523	0.06724725073
524	0.06708995403
525	0.06688593374
526	0.06667364131
527	0.06655031675
528	0.0664304626
529	0.06623883689
530	0.06608447918
531	0.06586705423
532	0.06574528174
533	0.06560672235
534	0.06538477966
535	0.06526059723
536	0.06511647993
537	0.06498831679
538	0.06482824509
539	0.06458637451
540	0.0644676459
541	0.06433486933
542	0.06419783753
543	0.06404189028
544	0.06388904694
545	0.06375161412
546	0.06361370648
547	0.06349076185
548	0.06336787625
549	0.06322753299
550	0.06299964193
551	0.06285875859
552	0.06271504878
553	0.0625787942
554	0.06239582287
555	0.06222055668
556	0.06209134834
557	0.06193447102
558	0.06179501894
559	0.06164670905
560	0.06153240375
561	0.0614134363
562	0.06126624404
563	0.06115186364
564	0.06102869695
565	0.06086457115
566	0.06073264628
567	0.06060412258
568	0.06038713157
569	0.06021448584
570	0.06008652534
571	0.05996703402
572	0.05979664491
573	0.05971613789
574	0.05955359867
575	0.05936400126
576	0.0592783217
577	0.05914896
578	0.0590038773
579	0.05891394373
580	0.05873829591
581	0.05862073623
582	0.05847578572
583	0.05832922375
584	0.05821947173
585	0.05815263843
586	0.05805725247
587	0.0579375066
588	0.05782539943
589	0.05770413943
590	0.05757844499
591	0.05745333328
592	0.05732990537
593	0.05718141419
594	0.05701897714
595	0.05690890916
596	0.05680255141
597	0.05663907123
598	0.05654027172
599	0.05641775595
600	0.05632627335
601	0.0562066529
602	0.05610929687
603	0.05602495874
604	0.05587419719
605	0.05575085406
606	0.05559521612
607	0.05545812032
608	0.05532462215
609	0.05517722015
610	0.05504273963
611	0.05490889464
612	0.05482255709
613	0.05474330693
614	0.05458799497
615	0.05452184545
616	0.05440309148
617	0.05425962221
618	0.05410424038
619	0.05398690416
620	0.05387802814
621	0.05377789479
622	0.05370653413
623	0.05359848739
624	0.05345702564
625	0.05330552045
626	0.05319614754
627	0.05307202024
628	0.05297626727
629	0.05287296803
630	0.05277831323
631	0.05266560892
632	0.05257246356
633	0.05246585452
634	0.05235672079
635	0.05227778621
636	0.0521839779
637	0.0520764748
638	0.05199108377
639	0.05188725219
640	0.05176164141
641	0.051649107
642	0.05156927758
643	0.05148902005
644	0.05141785229
645	0.05132994521
646	0.05122576169
647	0.05114104094
648	0.05103423232
649	0.05094143383
650	0.05081603976
651	0.05073318862
652	0.05063372565
653	0.05051748339
654	0.0504118241
655	0.05034170024
656	0.05023301847
657	0.05014746952
658	0.05003938091
659	0.04994709595
660	0.04987149468
661	0.04974158012
662	0.04962486301
663	0.04955891052
664	0.04945496996
665	0.04937559343
666	0.04931064096
667	0.04922927574
668	0.04912001607
669	0.04902171378
670	0.04891681946
671	0.04882466408
672	0.04869532646
673	0.04860507879
674	0.04851258782
675	0.04842414964
676	0.04830298662
677	0.04823275001
678	0.04816315414
679	0.04808377249
680	0.04798769811
681	0.0478937196
682	0.04779513176
683	0.04770337622
684	0.04759011148
685	0.04750190504
686	0.04744456728
687	0.04735292513
688	0.04725961082
689	0.04715898241
690	0.04705661444
691	0.04697122824
692	0.04687771648
693	0.04680564069
694	0.04672892579
695	0.04663658023
696	0.04653855454
697	0.04643900151
698	0.04634093729
699	0.04624980576
700	0.04619600286
701	0.04610812998
702	0.04602917929
703	0.04591643426
704	0.04582973998
705	0.04575398021
706	0.04567057463
707	0.04560372629
708	0.04550316955
709	0.0454138361
710	0.04530719288
711	0.04524226773
712	0.04515428062
713	0.04507467467
714	0.04503117599
715	0.04493549951
716	0.04487940053
717	0.0447973422
718	0.04471661233
719	0.04465632553
720	0.04457400994
721	0.04451229914
722	0.04443546012
723	0.04436792023
724	0.04429399568
725	0.04418470598
726	0.04411854399
727	0.04401269128
728	0.04396245649
729	0.0439044792
730	0.04383569901
731	0.04374525151
732	0.04369195952
733	0.043634167
734	0.0436068553
735	0.04353149474
736	0.04345503931
737	0.04337669375
738	0.04330154835
739	0.04324187341
740	0.04317406435
741	0.04310219489
742	0.04303887058
743	0.04293964939
744	0.04286262685
745	0.04279049987
746	0.04270232316
747	0.0426089527
748	0.04254468694
749	0.04245608563
750	0.04239269096
751	0.04231451236
752	0.0422168955
753	0.04214952783
754	0.04205713796
755	0.04198427834
756	0.04192796513
757	0.04186120685
758	0.04178342902
759	0.04171199716
760	0.04164579177
761	0.04158228203
762	0.04151405301
763	0.04145883358
764	0.04141032979
765	0.04134032223
766	0.04129076598
767	0.04120027561
768	0.04111471514
769	0.04104508192
770	0.04098373565
771	0.04091596934
772	0.04085206713
773	0.04078114755
774	0.04071541567
775	0.04063835862
776	0.04057721421
777	0.04052876209
778	0.04043039003
779	0.04036580642
780	0.04029869948
781	0.0402382589
782	0.04017288472
783	0.04011790742
784	0.04003833216
785	0.03996576332
786	0.03990361753
787	0.03985132489
788	0.03978116143
789	0.03971279792
790	0.03964222946
791	0.03961908964
792	0.0395839709
793	0.03950232444
794	0.03942859744
795	0.039342581
796	0.0392753366
797	0.03922779155
798	0.03918104696
799	0.03912462847
800	0.03908452883
801	0.03902505703
802	0.03894425219
803	0.03888824072
804	0.03884146992
805	0.03877759589
806	0.03870302338
807	0.0386448645
808	0.03858584475
809	0.03852084467
810	0.03846524136
811	0.03838321066
812	0.03831150128
813	0.03827324596
814	0.03822083978
815	0.03815272551
816	0.03810474735
817	0.03804455923
818	0.03798537441
819	0.0378935729
820	0.03785807412
821	0.03780285729
822	0.0377466721
823	0.03770594567
824	0.03764068647
825	0.03757171089
826	0.03751654794
827	0.03749213043
828	0.03744363859
829	0.03739211009
830	0.03734929026
831	0.03730596296
832	0.03726232587
833	0.0372161408
834	0.03715878306
835	0.03709046314
836	0.03703889812
837	0.03698284649
838	0.03691877525
839	0.03686441028
840	0.03680629061
841	0.0367452699
842	0.03667048432
843	0.03661366458
844	0.0365545774
845	0.03650742268
846	0.03644698705
847	0.03638345759
848	0.03633150763
849	0.03627828123
850	0.03621075592
851	0.03617632057
852	0.03614258032
853	0.03608385605
854	0.03603798646
855	0.03598464635
856	0.03594228902
857	0.03589640049
858	0.03582362266
859	0.03577607952
860	0.03573533741
861	0.03569219835
862	0.03565513832
863	0.0356021325
864	0.03555116094
865	0.03549951706
866	0.03543148181
867	0.0353624643
868	0.03531519429
869	0.03526240518
870	0.03521395789
871	0.03518097445
872	0.03512456385
873	0.03508149576
874	0.03502545211
875	0.03497624652
876	0.03492473063
877	0.0348952096
878	0.03484847955
879	0.0348107499
880	0.0347484542
881	0.03469952338
882	0.03463849618
883	0.03455421312
884	0.03448799426
885	0.03444015012
886	0.03439075241
887	0.03433137245
888	0.03427314377
889	0.03424788373
890	0.03419791316
891	0.03416507447
892	0.03412991052
893	0.03407137968
894	0.03402759811
895	0.03398768634
896	0.03393422837
897	0.03388900955
898	0.03383875338
899	0.03379318079
900	0.03374349932
901	0.03368614111
902	0.03362358277
903	0.03358962675
904	0.03354556566
905	0.03351333523
906	0.03346405594
907	0.0334374653
908	0.03338815305
909	0.03333695015
910	0.03328578919
911	0.03324399197
912	0.03320104843
913	0.0331427447
914	0.03309938911
915	0.03305851617
916	0.03302210895
917	0.03298271675
918	0.03293824152
919	0.03287802508
920	0.03283129528
921	0.03278453715
922	0.03274505885
923	0.03270758227
924	0.03266848049
925	0.03262873045
926	0.0325898152
927	0.03255086959
928	0.03251611397
929	0.03247464723
930	0.03242227822
931	0.03238383174
932	0.03234958975
933	0.0323164737
934	0.03227561024
935	0.03224322135
936	0.03220126706
937	0.03213694787
938	0.03207170442
939	0.03204311595
940	0.03198878967
941	0.03192381419
942	0.03189400022
943	0.0318620255
944	0.03182631378
945	0.03179130086
946	0.03175796791
947	0.03172340308
948	0.03169384965
949	0.03166321136
950	0.0316206169
951	0.0315754079
952	0.03154441907
953	0.03150848245
954	0.0314681187
955	0.03142659576
956	0.03137397985
957	0.03130688592
958	0.03126781394
959	0.03122833704
960	0.0311886316
961	0.03114860121
962	0.03111494236
963	0.03108105601
964	0.0310341677
965	0.03099687209
966	0.03095406413
967	0.03092624333
968	0.03088388838
969	0.03085701655
970	0.03079576028
971	0.03075104021
972	0.03070795394
973	0.03067427125
974	0.03062940046
975	0.03058289851
976	0.03053251707
977	0.03050509661
978	0.03046104813
979	0.03044029982
980	0.03039240226
981	0.03036127332
982	0.03032375231
983	0.03028959535
984	0.03025154278
985	0.03021576096
986	0.0301792504
987	0.03013720743
988	0.03009843157
989	0.03006477756
990	0.03003396479
991	0.02999622366
992	0.02996516669
993	0.02993509518
994	0.02988681731
995	0.02985250276
996	0.02981516647
997	0.02977245448
998	0.02975053828
999	0.02970198227
